transaction_id,customer_id,amount,status,failure_reason,attempts,customer_type,transaction_date
TXN00444,CUST0444,7999,success,,1,loyal,2026-06-24
TXN00445,CUST0445,1999,success,,1,loyal,2026-07-24
TXN00446,CUST0446,499,success,,1,loyal,2026-07-19
TXN00447,CUST0447,9999,success,,1,loyal,2026-07-22
TXN00448,CUST0448,2999,failed,network_error,3,returning,2026-07-07
TXN00449,CUST0449,2999,failed,network_error,1,new,2026-08-18
TXN00450,CUST0450,1999,success,,1,returning,2026-08-07
TXN00451,CUST0451,14999,success,,1,loyal,2026-07-25
TXN00452,CUST0452,1499,failed,bank_declined,4,returning,2026-06-12
TXN00453,CUST0453,999,success,,1,returning,2026-05-29
TXN00454,CUST0454,1499,success,,1,loyal,2026-07-02
TXN00455,CUST0455,799,success,,1,new,2026-05-30
TXN00456,CUST0456,499,success,,1,returning,2026-06-24
TXN00457,CUST0457,9999,success,,1,loyal,2026-08-07
TXN00458,CUST0458,1499,success,,1,loyal,2026-06-07
TXN00459,CUST0459,499,failed,network_error,4,returning,2026-08-18
TXN00460,CUST0460,7999,failed,insufficient_funds,3,returning,2026-05-31
TXN00461,CUST0461,4999,success,,1,new,2026-05-29
TXN00462,CUST0462,7999,success,,1,loyal,2026-06-15
TXN00463,CUST0463,9999,success,,1,returning,2026-08-11
TXN00464,CUST0464,4999,success,,1,loyal,2026-07-01
TXN00465,CUST0465,4999,success,,1,loyal,2026-08-26
TXN00466,CUST0466,1999,success,,1,loyal,2026-08-08
TXN00467,CUST0467,7999,failed,insufficient_funds,3,returning,2026-07-31
TXN00468,CUST0468,499,failed,bank_declined,3,returning,2026-07-31
TXN00469,CUST0469,2999,failed,bank_timeout,2,new,2026-06-11
TXN00470,CUST0470,1999,failed,card_expired,1,new,2026-06-17
TXN00471,CUST0471,999,failed,insufficient_funds,1,loyal,2026-06-08
TXN00472,CUST0472,999,success,,1,new,2026-06-21
TXN00473,CUST0473,1499,success,,1,loyal,2026-07-04
TXN00474,CUST0474,4999,success,,1,returning,2026-07-11
TXN00475,CUST0475,14999,success,,1,loyal,2026-07-12
TXN00476,CUST0476,9999,success,,1,returning,2026-06-12
TXN00477,CUST0477,14999,success,,1,returning,2026-07-14
TXN00478,CUST0478,14999,success,,1,returning,2026-06-20
TXN00479,CUST0479,1999,failed,bank_timeout,3,returning,2026-07-24
TXN00480,CUST0480,499,success,,1,returning,2026-07-27
TXN00481,CUST0481,7999,failed,network_error,3,loyal,2026-08-16
TXN00482,CUST0482,499,success,,1,loyal,2026-08-01
TXN00483,CUST0483,9999,success,,1,new,2026-06-11
TXN00484,CUST0484,2999,failed,card_expired,1,returning,2026-08-03
TXN00485,CUST0485,2999,success,,1,returning,2026-07-13
TXN00486,CUST0486,2999,success,,1,returning,2026-07-06
TXN00487,CUST0487,999,success,,1,loyal,2026-05-28
TXN00488,CUST0488,2999,success,,1,returning,2026-08-01
TXN00489,CUST0489,499,success,,1,loyal,2026-07-08
TXN00490,CUST0490,4999,failed,network_error,4,new,2026-06-19
TXN00491,CUST0491,1499,success,,1,new,2026-06-12
TXN00492,CUST0492,1499,failed,insufficient_funds,2,returning,2026-07-14
TXN00493,CUST0493,7999,success,,1,loyal,2026-08-09
TXN00494,CUST0494,799,failed,bank_declined,4,loyal,2026-06-21
TXN00495,CUST0495,799,failed,insufficient_funds,2,loyal,2026-08-24
TXN00496,CUST0496,2999,failed,bank_timeout,2,new,2026-08-03
TXN00497,CUST0497,1999,failed,card_expired,4,returning,2026-06-14
TXN00498,CUST0498,499,success,,1,new,2026-07-02
TXN00499,CUST0499,9999,success,,1,new,2026-07-21
TXN00500,CUST0500,9999,success,,1,returning,2026-08-18
TXN00501,CUST0501,2999,failed,bank_timeout,4,loyal,2026-07-09
TXN00502,CUST0502,999,success,,1,new,2026-07-25
TXN00503,CUST0503,2999,failed,bank_declined,3,loyal,2026-08-13
TXN00504,CUST0504,4999,success,,1,loyal,2026-08-04
TXN00505,CUST0505,2999,success,,1,returning,2026-07-29
TXN00506,CUST0506,999,failed,bank_timeout,4,loyal,2026-07-29
TXN00507,CUST0507,4999,failed,insufficient_funds,1,returning,2026-08-21
TXN00508,CUST0508,799,success,,1,returning,2026-07-11
TXN00509,CUST0509,4999,success,,1,loyal,2026-08-12
TXN00510,CUST0510,1499,failed,bank_declined,4,loyal,2026-06-30
TXN00511,CUST0511,7999,success,,1,loyal,2026-07-20
TXN00512,CUST0512,499,failed,bank_declined,3,returning,2026-06-06
TXN00513,CUST0513,1999,success,,1,returning,2026-06-26
TXN00514,CUST0514,9999,success,,1,loyal,2026-06-30
TXN00515,CUST0515,9999,failed,bank_timeout,1,loyal,2026-08-16
TXN00516,CUST0516,1499,success,,1,new,2026-08-09
TXN00517,CUST0517,4999,success,,1,loyal,2026-08-25
TXN00518,CUST0518,7999,success,,1,loyal,2026-07-11
TXN00519,CUST0519,9999,failed,card_expired,4,new,2026-06-12
TXN00520,CUST0520,14999,success,,1,loyal,2026-06-28
TXN00521,CUST0521,799,success,,1,new,2026-06-11
TXN00522,CUST0522,14999,success,,1,loyal,2026-07-17
TXN00523,CUST0523,1999,success,,1,new,2026-06-11
TXN00524,CUST0524,499,failed,network_error,2,loyal,2026-06-19
TXN00525,CUST0525,14999,failed,insufficient_funds,4,returning,2026-07-25
TXN00526,CUST0526,7999,success,,1,new,2026-05-30
TXN00527,CUST0527,9999,success,,1,new,2026-07-30
TXN00528,CUST0528,9999,failed,network_error,2,returning,2026-05-29
TXN00529,CUST0529,14999,success,,1,loyal,2026-07-08
TXN00530,CUST0530,499,success,,1,returning,2026-07-28
TXN00531,CUST0531,999,success,,1,loyal,2026-05-29
TXN00532,CUST0532,799,failed,network_error,1,loyal,2026-06-14
TXN00533,CUST0533,799,failed,insufficient_funds,4,loyal,2026-07-14
TXN00534,CUST0534,999,success,,1,new,2026-05-29
TXN00535,CUST0535,4999,success,,1,returning,2026-07-31
TXN00536,CUST0536,4999,success,,1,new,2026-07-15
TXN00537,CUST0537,999,failed,insufficient_funds,3,loyal,2026-07-07
TXN00538,CUST0538,499,success,,1,new,2026-06-02
TXN00539,CUST0539,14999,failed,network_error,1,returning,2026-07-30
TXN00540,CUST0540,499,failed,bank_declined,2,returning,2026-08-05
TXN00541,CUST0541,1999,failed,network_error,3,returning,2026-08-21
TXN00542,CUST0542,499,success,,1,new,2026-08-10
TXN00543,CUST0543,2999,failed,card_expired,4,new,2026-06-22
TXN00544,CUST0544,799,success,,1,loyal,2026-08-19
TXN00545,CUST0545,1999,failed,bank_timeout,1,returning,2026-08-08
TXN00546,CUST0546,2999,success,,1,returning,2026-08-20
TXN00547,CUST0547,9999,success,,1,returning,2026-06-10
TXN00548,CUST0548,7999,failed,card_expired,2,loyal,2026-08-08
TXN00549,CUST0549,2999,success,,1,returning,2026-08-13
TXN00550,CUST0550,999,success,,1,returning,2026-07-19
TXN00551,CUST0551,999,success,,1,new,2026-07-12
TXN00552,CUST0552,499,success,,1,new,2026-07-27
TXN00553,CUST0553,2999,success,,1,new,2026-07-24
TXN00554,CUST0554,499,failed,card_expired,3,returning,2026-08-25
TXN00555,CUST0555,1999,success,,1,returning,2026-05-29
TXN00556,CUST0556,9999,success,,1,loyal,2026-07-26
TXN00557,CUST0557,4999,success,,1,returning,2026-07-26
TXN00558,CUST0558,4999,failed,card_expired,2,loyal,2026-08-12
TXN00559,CUST0559,1499,success,,1,loyal,2026-08-12
TXN00560,CUST0560,499,success,,1,new,2026-06-17
TXN00561,CUST0561,1499,failed,insufficient_funds,2,loyal,2026-07-05
TXN00562,CUST0562,9999,success,,1,new,2026-08-11
TXN00563,CUST0563,14999,failed,bank_declined,2,loyal,2026-08-21
TXN00564,CUST0564,499,success,,1,loyal,2026-07-28
TXN00565,CUST0565,7999,success,,1,returning,2026-07-13
TXN00566,CUST0566,7999,failed,insufficient_funds,3,returning,2026-07-24
TXN00567,CUST0567,14999,success,,1,returning,2026-07-07
TXN00568,CUST0568,1999,success,,1,new,2026-06-22
TXN00569,CUST0569,7999,success,,1,returning,2026-06-10
TXN00570,CUST0570,999,success,,1,new,2026-08-06
TXN00571,CUST0571,2999,success,,1,loyal,2026-06-24
TXN00572,CUST0572,14999,success,,1,loyal,2026-07-23
TXN00573,CUST0573,499,failed,network_error,2,returning,2026-08-02
TXN00574,CUST0574,799,success,,1,loyal,2026-06-02
TXN00575,CUST0575,7999,success,,1,new,2026-07-13
TXN00576,CUST0576,1499,success,,1,loyal,2026-08-20
TXN00577,CUST0577,999,success,,1,loyal,2026-06-19
TXN00578,CUST0578,2999,success,,1,returning,2026-06-08
TXN00579,CUST0579,1499,failed,bank_declined,4,new,2026-06-17
TXN00580,CUST0580,799,failed,bank_declined,2,returning,2026-07-24
TXN00581,CUST0581,7999,success,,1,new,2026-06-18
TXN00582,CUST0582,1999,success,,1,new,2026-07-14
TXN00583,CUST0583,1499,success,,1,returning,2026-08-09
TXN00584,CUST0584,9999,failed,card_expired,3,new,2026-07-07
TXN00585,CUST0585,4999,failed,bank_timeout,2,loyal,2026-07-06
TXN00586,CUST0586,9999,failed,insufficient_funds,2,loyal,2026-08-11
TXN00587,CUST0587,1999,success,,1,loyal,2026-06-03
TXN00588,CUST0588,4999,success,,1,loyal,2026-07-26
TXN00589,CUST0589,999,success,,1,loyal,2026-08-25
TXN00590,CUST0590,14999,success,,1,new,2026-07-24
TXN00591,CUST0591,799,success,,1,returning,2026-07-26
TXN00592,CUST0592,7999,success,,1,loyal,2026-08-23
TXN00593,CUST0593,799,success,,1,loyal,2026-07-31
TXN00594,CUST0594,999,failed,bank_timeout,2,loyal,2026-06-16
TXN00595,CUST0595,499,failed,card_expired,2,new,2026-06-14
TXN00596,CUST0596,14999,success,,1,returning,2026-07-07
TXN00597,CUST0597,1499,success,,1,new,2026-07-17
TXN00598,CUST0598,4999,success,,1,loyal,2026-07-10
TXN00599,CUST0599,9999,success,,1,new,2026-06-01
TXN00600,CUST0600,7999,success,,1,returning,2026-08-12
TXN00601,CUST0601,1999,failed,network_error,1,new,2026-06-09
TXN00602,CUST0602,9999,success,,1,new,2026-07-26
TXN00603,CUST0603,499,failed,card_expired,3,returning,2026-08-01
TXN00604,CUST0604,14999,success,,1,loyal,2026-05-30
TXN00605,CUST0605,7999,success,,1,loyal,2026-07-22
TXN00606,CUST0606,9999,success,,1,loyal,2026-07-08
TXN00607,CUST0607,499,success,,1,new,2026-06-13
TXN00608,CUST0608,1999,success,,1,loyal,2026-08-25
TXN00609,CUST0609,1999,success,,1,new,2026-06-25
TXN00610,CUST0610,14999,success,,1,loyal,2026-06-05
TXN00611,CUST0611,9999,failed,network_error,2,new,2026-06-26
TXN00612,CUST0612,14999,failed,card_expired,3,returning,2026-07-20
TXN00613,CUST0613,4999,failed,card_expired,3,returning,2026-06-23
TXN00614,CUST0614,7999,success,,1,new,2026-07-15
TXN00615,CUST0615,1999,success,,1,loyal,2026-07-27
TXN00616,CUST0616,799,success,,1,new,2026-07-08
TXN00617,CUST0617,799,success,,1,returning,2026-07-19
TXN00618,CUST0618,999,success,,1,new,2026-07-13
TXN00619,CUST0619,2999,failed,insufficient_funds,1,new,2026-07-09
TXN00620,CUST0620,999,success,,1,new,2026-07-29
TXN00621,CUST0621,1999,failed,insufficient_funds,2,new,2026-06-18
TXN00622,CUST0622,499,success,,1,new,2026-07-21
TXN00623,CUST0623,1999,success,,1,new,2026-08-15
TXN00624,CUST0624,999,success,,1,new,2026-06-20
TXN00625,CUST0625,499,failed,insufficient_funds,4,loyal,2026-06-11
TXN00626,CUST0626,1999,success,,1,loyal,2026-05-30
TXN00627,CUST0627,7999,failed,bank_declined,2,loyal,2026-06-29
TXN00628,CUST0628,499,failed,bank_declined,4,returning,2026-06-27
TXN00629,CUST0629,2999,success,,1,returning,2026-07-12
TXN00630,CUST0630,4999,failed,card_expired,3,new,2026-06-09
TXN00631,CUST0631,9999,success,,1,new,2026-08-04
TXN00632,CUST0632,799,success,,1,loyal,2026-07-27
TXN00633,CUST0633,799,success,,1,new,2026-07-18
TXN00634,CUST0634,799,failed,network_error,2,loyal,2026-07-09
TXN00635,CUST0635,7999,success,,1,new,2026-08-20
TXN00636,CUST0636,2999,success,,1,new,2026-07-11
TXN00637,CUST0637,7999,success,,1,returning,2026-07-31
TXN00638,CUST0638,499,success,,1,new,2026-07-04
TXN00639,CUST0639,799,failed,card_expired,3,loyal,2026-08-21
TXN00640,CUST0640,14999,success,,1,new,2026-07-31
TXN00641,CUST0641,4999,success,,1,new,2026-06-02
TXN00642,CUST0642,4999,success,,1,new,2026-07-01
TXN00643,CUST0643,9999,failed,network_error,1,returning,2026-06-12
TXN00644,CUST0644,14999,success,,1,loyal,2026-06-30
TXN00645,CUST0645,2999,failed,bank_timeout,2,new,2026-06-14
TXN00646,CUST0646,7999,failed,bank_declined,3,returning,2026-06-13
TXN00647,CUST0647,1499,failed,bank_timeout,3,loyal,2026-07-08
TXN00648,CUST0648,9999,success,,1,returning,2026-06-26
TXN00649,CUST0649,499,success,,1,new,2026-06-07
TXN00650,CUST0650,2999,success,,1,loyal,2026-06-12
TXN00651,CUST0651,799,success,,1,loyal,2026-06-24
TXN00652,CUST0652,2999,success,,1,new,2026-08-11
TXN00653,CUST0653,14999,success,,1,loyal,2026-07-26
TXN00654,CUST0654,7999,success,,1,returning,2026-07-09
TXN00655,CUST0655,499,failed,insufficient_funds,2,returning,2026-06-24
TXN00656,CUST0656,14999,success,,1,new,2026-07-30
TXN00657,CUST0657,9999,success,,1,new,2026-06-30
TXN00658,CUST0658,9999,failed,insufficient_funds,3,returning,2026-05-31
TXN00659,CUST0659,2999,failed,bank_declined,2,loyal,2026-07-15
TXN00660,CUST0660,2999,failed,bank_declined,3,new,2026-07-28
TXN00661,CUST0661,499,failed,insufficient_funds,2,loyal,2026-06-07
TXN00662,CUST0662,999,failed,network_error,4,loyal,2026-08-24
TXN00663,CUST0663,999,failed,bank_declined,4,new,2026-06-23
TXN00664,CUST0664,999,success,,1,loyal,2026-06-12
TXN00665,CUST0665,4999,success,,1,returning,2026-08-01
TXN00666,CUST0666,1499,failed,card_expired,1,loyal,2026-06-15
TXN00667,CUST0667,499,failed,card_expired,2,loyal,2026-07-19
TXN00668,CUST0668,799,failed,network_error,3,returning,2026-07-11
TXN00669,CUST0669,7999,success,,1,returning,2026-07-31
TXN00670,CUST0670,1999,failed,bank_timeout,3,new,2026-06-13
TXN00671,CUST0671,14999,success,,1,loyal,2026-05-30
TXN00672,CUST0672,1999,success,,1,returning,2026-06-03
TXN00673,CUST0673,2999,success,,1,loyal,2026-08-09
TXN00674,CUST0674,4999,failed,network_error,1,new,2026-08-15
TXN00675,CUST0675,9999,failed,card_expired,2,new,2026-06-10
TXN00676,CUST0676,9999,success,,1,returning,2026-07-31
TXN00677,CUST0677,799,success,,1,new,2026-08-21
TXN00678,CUST0678,799,success,,1,loyal,2026-07-26
TXN00679,CUST0679,1999,failed,bank_timeout,4,new,2026-06-20
TXN00680,CUST0680,4999,success,,1,loyal,2026-08-19
TXN00681,CUST0681,799,success,,1,new,2026-06-23
TXN00682,CUST0682,1999,success,,1,loyal,2026-05-29
TXN00683,CUST0683,9999,success,,1,new,2026-08-05
TXN00684,CUST0684,9999,success,,1,new,2026-07-24
TXN00685,CUST0685,14999,failed,bank_declined,2,loyal,2026-07-17
TXN00686,CUST0686,2999,success,,1,new,2026-07-31
TXN00687,CUST0687,499,success,,1,loyal,2026-07-28
TXN00688,CUST0688,4999,success,,1,new,2026-07-13
TXN00689,CUST0689,499,success,,1,new,2026-06-06
TXN00690,CUST0690,799,success,,1,returning,2026-06-02
TXN00691,CUST0691,14999,failed,bank_timeout,3,new,2026-05-28
TXN00692,CUST0692,14999,success,,1,loyal,2026-08-19
TXN00693,CUST0693,799,failed,insufficient_funds,4,loyal,2026-07-22
TXN00694,CUST0694,14999,success,,1,new,2026-07-15
TXN00695,CUST0695,1999,failed,insufficient_funds,1,returning,2026-06-30
TXN00696,CUST0696,7999,success,,1,returning,2026-07-25
TXN00697,CUST0697,4999,failed,bank_timeout,4,returning,2026-07-25
TXN00698,CUST0698,14999,success,,1,returning,2026-06-29
TXN00699,CUST0699,9999,success,,1,loyal,2026-08-19
TXN00700,CUST0700,1999,success,,1,returning,2026-06-03
TXN00701,CUST0701,499,failed,bank_declined,2,loyal,2026-05-31
TXN00702,CUST0702,1999,failed,bank_timeout,2,new,2026-06-07
TXN00703,CUST0703,999,success,,1,returning,2026-06-28
TXN00704,CUST0704,4999,success,,1,loyal,2026-07-27
TXN00705,CUST0705,9999,failed,insufficient_funds,1,loyal,2026-06-22
TXN00706,CUST0706,799,failed,insufficient_funds,2,new,2026-06-25
TXN00707,CUST0707,1499,success,,1,returning,2026-07-28
TXN00708,CUST0708,2999,success,,1,loyal,2026-07-27
TXN00709,CUST0709,4999,failed,insufficient_funds,2,new,2026-06-04
TXN00710,CUST0710,4999,failed,insufficient_funds,3,returning,2026-06-24
TXN00711,CUST0711,9999,success,,1,returning,2026-07-21
TXN00712,CUST0712,1999,success,,1,returning,2026-08-08
TXN00713,CUST0713,14999,failed,card_expired,3,new,2026-06-15
TXN00714,CUST0714,1999,failed,insufficient_funds,1,returning,2026-08-18
TXN00715,CUST0715,2999,success,,1,returning,2026-06-09
TXN00716,CUST0716,7999,success,,1,returning,2026-08-23
TXN00717,CUST0717,7999,success,,1,new,2026-07-15
TXN00718,CUST0718,9999,success,,1,loyal,2026-06-11
TXN00719,CUST0719,14999,success,,1,loyal,2026-08-03
TXN00720,CUST0720,2999,success,,1,new,2026-07-15
TXN00721,CUST0721,1499,success,,1,loyal,2026-08-20
TXN00722,CUST0722,9999,failed,card_expired,4,new,2026-07-06
TXN00723,CUST0723,2999,success,,1,loyal,2026-06-21
TXN00724,CUST0724,799,failed,card_expired,1,returning,2026-06-01
TXN00725,CUST0725,4999,success,,1,loyal,2026-06-19
TXN00726,CUST0726,799,success,,1,new,2026-07-23
TXN00727,CUST0727,999,success,,1,returning,2026-05-30
TXN00728,CUST0728,14999,success,,1,new,2026-07-05
TXN00729,CUST0729,9999,success,,1,loyal,2026-07-15
TXN00730,CUST0730,999,success,,1,loyal,2026-08-17
TXN00731,CUST0731,14999,success,,1,new,2026-08-21
TXN00732,CUST0732,9999,success,,1,new,2026-06-15
TXN00733,CUST0733,4999,success,,1,new,2026-07-24
TXN00734,CUST0734,999,failed,card_expired,3,loyal,2026-06-15
TXN00735,CUST0735,2999,success,,1,loyal,2026-07-11
TXN00736,CUST0736,1999,success,,1,returning,2026-08-23
TXN00737,CUST0737,1499,success,,1,loyal,2026-07-12
TXN00738,CUST0738,7999,failed,bank_declined,3,loyal,2026-06-24
TXN00739,CUST0739,999,failed,network_error,1,returning,2026-06-19
TXN00740,CUST0740,4999,success,,1,returning,2026-07-05
TXN00741,CUST0741,1499,failed,network_error,2,returning,2026-06-20
TXN00742,CUST0742,1499,success,,1,loyal,2026-06-30
TXN00743,CUST0743,7999,success,,1,loyal,2026-08-08
TXN00744,CUST0744,9999,success,,1,new,2026-08-12
TXN00745,CUST0745,1499,failed,bank_timeout,1,returning,2026-07-07
TXN00746,CUST0746,799,success,,1,loyal,2026-06-21
TXN00747,CUST0747,9999,success,,1,returning,2026-08-03
TXN00748,CUST0748,7999,failed,network_error,2,returning,2026-07-04
TXN00749,CUST0749,14999,success,,1,loyal,2026-07-18
TXN00750,CUST0750,9999,failed,card_expired,2,loyal,2026-07-30
TXN00751,CUST0751,2999,success,,1,returning,2026-06-27
TXN00752,CUST0752,1999,success,,1,loyal,2026-08-15
TXN00753,CUST0753,1499,success,,1,returning,2026-08-14
TXN00754,CUST0754,9999,failed,bank_declined,1,new,2026-06-11
TXN00755,CUST0755,4999,failed,bank_declined,1,loyal,2026-08-06
TXN00756,CUST0756,999,success,,1,returning,2026-08-12
TXN00757,CUST0757,999,success,,1,loyal,2026-07-21
TXN00758,CUST0758,4999,success,,1,new,2026-06-16
TXN00759,CUST0759,14999,failed,bank_timeout,3,new,2026-07-23
TXN00760,CUST0760,14999,success,,1,loyal,2026-06-27
TXN00761,CUST0761,2999,failed,insufficient_funds,4,returning,2026-06-14
TXN00762,CUST0762,999,success,,1,loyal,2026-07-26
TXN00763,CUST0763,7999,success,,1,new,2026-06-29
TXN00764,CUST0764,9999,failed,network_error,4,returning,2026-07-24
TXN00765,CUST0765,14999,success,,1,returning,2026-06-02
TXN00766,CUST0766,999,success,,1,returning,2026-08-09
TXN00767,CUST0767,4999,success,,1,new,2026-07-15
TXN00768,CUST0768,4999,success,,1,loyal,2026-06-06
TXN00769,CUST0769,999,success,,1,loyal,2026-06-13
TXN00770,CUST0770,999,success,,1,new,2026-06-08
TXN00771,CUST0771,799,success,,1,loyal,2026-07-22
TXN00772,CUST0772,1999,success,,1,new,2026-07-18
TXN00773,CUST0773,4999,success,,1,loyal,2026-06-12
TXN00774,CUST0774,1999,success,,1,loyal,2026-06-02
TXN00775,CUST0775,799,success,,1,loyal,2026-08-26
TXN00776,CUST0776,499,success,,1,returning,2026-06-06
TXN00777,CUST0777,999,failed,bank_declined,2,new,2026-05-29
TXN00778,CUST0778,14999,success,,1,returning,2026-06-14
TXN00779,CUST0779,999,failed,network_error,2,new,2026-08-23
TXN00780,CUST0780,1499,success,,1,returning,2026-07-14
TXN00781,CUST0781,14999,success,,1,new,2026-08-13
TXN00782,CUST0782,7999,success,,1,returning,2026-06-16
TXN00783,CUST0783,999,failed,bank_timeout,4,new,2026-06-18
TXN00784,CUST0784,2999,success,,1,new,2026-07-12
TXN00785,CUST0785,1499,failed,network_error,1,loyal,2026-08-05
TXN00786,CUST0786,7999,success,,1,new,2026-05-29
TXN00787,CUST0787,9999,success,,1,loyal,2026-07-18
TXN00788,CUST0788,2999,success,,1,loyal,2026-07-10
TXN00789,CUST0789,999,success,,1,loyal,2026-08-13
TXN00790,CUST0790,1999,success,,1,new,2026-07-09
TXN00791,CUST0791,799,failed,network_error,1,new,2026-07-28
TXN00792,CUST0792,4999,success,,1,returning,2026-08-03
TXN00793,CUST0793,4999,success,,1,new,2026-05-30
TXN00794,CUST0794,1499,success,,1,loyal,2026-08-25
TXN00795,CUST0795,799,success,,1,returning,2026-06-12
TXN00796,CUST0796,4999,success,,1,new,2026-08-13
TXN00797,CUST0797,799,success,,1,returning,2026-07-17
TXN00798,CUST0798,14999,success,,1,new,2026-07-30
TXN00799,CUST0799,999,success,,1,returning,2026-06-20
TXN00800,CUST0800,999,success,,1,new,2026-06-07
TXN00801,CUST0801,799,success,,1,returning,2026-06-23
TXN00802,CUST0802,7999,success,,1,returning,2026-07-29
TXN00803,CUST0803,2999,success,,1,new,2026-07-22
TXN00804,CUST0804,2999,success,,1,loyal,2026-06-20
TXN00805,CUST0805,4999,success,,1,loyal,2026-07-17
TXN00806,CUST0806,999,success,,1,returning,2026-08-06
TXN00807,CUST0807,7999,success,,1,loyal,2026-08-20
TXN00808,CUST0808,9999,success,,1,returning,2026-08-21
TXN00809,CUST0809,1999,failed,card_expired,2,new,2026-06-27
TXN00810,CUST0810,2999,failed,insufficient_funds,1,returning,2026-08-17
TXN00811,CUST0811,9999,success,,1,returning,2026-07-04
TXN00812,CUST0812,7999,success,,1,new,2026-08-11
TXN00813,CUST0813,999,success,,1,new,2026-06-26
TXN00814,CUST0814,799,success,,1,loyal,2026-06-16
TXN00815,CUST0815,7999,success,,1,loyal,2026-06-08
TXN00816,CUST0816,799,success,,1,returning,2026-07-10
TXN00817,CUST0817,1999,failed,network_error,1,new,2026-06-08
TXN00818,CUST0818,9999,failed,network_error,2,new,2026-08-06
TXN00819,CUST0819,9999,failed,bank_declined,3,new,2026-08-23
TXN00820,CUST0820,499,success,,1,returning,2026-06-28
TXN00821,CUST0821,799,success,,1,returning,2026-06-03
TXN00822,CUST0822,799,success,,1,returning,2026-08-19
TXN00823,CUST0823,4999,success,,1,loyal,2026-08-03
TXN00824,CUST0824,9999,success,,1,new,2026-06-25
TXN00825,CUST0825,14999,success,,1,loyal,2026-07-28
TXN00826,CUST0826,7999,success,,1,loyal,2026-08-23
TXN00827,CUST0827,799,success,,1,loyal,2026-05-29
TXN00828,CUST0828,799,failed,bank_declined,1,new,2026-07-25
TXN00829,CUST0829,9999,success,,1,loyal,2026-06-01
TXN00830,CUST0830,999,success,,1,loyal,2026-07-23
TXN00831,CUST0831,2999,success,,1,new,2026-08-04
TXN00832,CUST0832,9999,success,,1,new,2026-06-13
TXN00833,CUST0833,7999,success,,1,returning,2026-06-10
TXN00834,CUST0834,999,success,,1,loyal,2026-07-28
TXN00835,CUST0835,799,success,,1,new,2026-07-21
TXN00836,CUST0836,1499,failed,insufficient_funds,2,loyal,2026-06-25
TXN00837,CUST0837,1499,success,,1,loyal,2026-06-16
TXN00838,CUST0838,1499,success,,1,returning,2026-06-26
TXN00839,CUST0839,2999,success,,1,returning,2026-07-31
TXN00840,CUST0840,9999,success,,1,returning,2026-06-17
TXN00841,CUST0841,799,success,,1,new,2026-08-06
TXN00842,CUST0842,1499,success,,1,loyal,2026-06-04
TXN00843,CUST0843,1499,failed,insufficient_funds,3,new,2026-08-26
TXN00844,CUST0844,7999,success,,1,new,2026-08-20
TXN00845,CUST0845,14999,success,,1,returning,2026-07-20
TXN00846,CUST0846,499,failed,insufficient_funds,3,new,2026-06-23
TXN00847,CUST0847,999,failed,insufficient_funds,4,returning,2026-07-04
TXN00848,CUST0848,4999,success,,1,new,2026-08-13
TXN00849,CUST0849,4999,failed,insufficient_funds,3,new,2026-08-16
TXN00850,CUST0850,999,success,,1,loyal,2026-06-15
TXN00851,CUST0851,799,failed,card_expired,1,new,2026-08-07
TXN00852,CUST0852,7999,success,,1,returning,2026-07-19
TXN00853,CUST0853,4999,success,,1,new,2026-06-28
TXN00854,CUST0854,999,success,,1,loyal,2026-06-20
TXN00855,CUST0855,9999,success,,1,loyal,2026-06-29
TXN00856,CUST0856,2999,failed,card_expired,3,returning,2026-07-22
TXN00857,CUST0857,1499,success,,1,loyal,2026-08-14
TXN00858,CUST0858,1999,success,,1,loyal,2026-07-26
TXN00859,CUST0859,2999,failed,insufficient_funds,1,returning,2026-08-19
TXN00860,CUST0860,1499,success,,1,new,2026-06-17
TXN00861,CUST0861,499,success,,1,loyal,2026-05-31
TXN00862,CUST0862,799,success,,1,new,2026-08-16
TXN00863,CUST0863,4999,success,,1,loyal,2026-06-19
TXN00864,CUST0864,2999,success,,1,returning,2026-07-23
TXN00865,CUST0865,999,success,,1,loyal,2026-08-08
TXN00866,CUST0866,14999,failed,network_error,1,loyal,2026-08-16
TXN00867,CUST0867,7999,success,,1,returning,2026-07-09
TXN00868,CUST0868,7999,failed,bank_declined,4,new,2026-06-24
TXN00869,CUST0869,999,failed,bank_declined,3,loyal,2026-07-19
TXN00870,CUST0870,4999,failed,bank_timeout,2,returning,2026-07-02
TXN00871,CUST0871,14999,success,,1,returning,2026-07-07
TXN00872,CUST0872,1499,success,,1,returning,2026-08-08
TXN00873,CUST0873,1999,success,,1,loyal,2026-06-01
TXN00874,CUST0874,499,success,,1,loyal,2026-08-03
TXN00875,CUST0875,14999,success,,1,returning,2026-07-08
TXN00876,CUST0876,2999,success,,1,returning,2026-07-21
TXN00877,CUST0877,4999,failed,card_expired,4,new,2026-06-15
TXN00878,CUST0878,499,success,,1,new,2026-06-13
TXN00879,CUST0879,2999,success,,1,returning,2026-07-27
TXN00880,CUST0880,799,success,,1,new,2026-06-15
TXN00881,CUST0881,499,failed,insufficient_funds,4,loyal,2026-06-02
TXN00882,CUST0882,499,success,,1,loyal,2026-07-07
TXN00883,CUST0883,9999,success,,1,new,2026-08-12
TXN00884,CUST0884,4999,success,,1,loyal,2026-07-08
TXN00885,CUST0885,499,success,,1,returning,2026-07-11
